,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
59,TIGI Professional Hair Salon,4657,4.40,Originate Organic Hair Colour + Wash and Blow + Organic Revitalizing Hair Treatment for 1 Person,"Switch up your current look for a new and trendy one with hair treatments at TIGI Professional Hair Salon. Give your hair new hues with an organic hair colour treatment. From vibrant colours like red, blue, and purple, or subtle shades like gray and brown, pick your colour of choice for your new look. Additionally, receive a wash and blow and revitalizing hair treatment to complete your makeover.",S$368,S$59,84,343,1,"['#B1-02, Orchard Gateway']",2017-09-09T00:00:00.000+08:00,2018-03-02
60,Jean Yip Nail Bar,4486,4.20,Gel Manicure with Return Soak-Off for 1 Person (1 Session),Dip your hands into the bright colours of gel polish available at Jean Yip Nail Bar. Pick out a shade of your desire and let your fingernails be daubed in chip-resistant colours!,S$105,S$18,83,342,4,"['#02-43/44, Bugis Junction ', '#04-02, Plaza Singapura', '#03-13/14/K1, Tampines Mall', '#02-16/17, Jurong Point ']",2017-09-09T00:00:00.000+08:00,2018-03-02
61,LOLITA's Lash & Beauty Studio,2585,4.30,Elleebana Lash Lift Eyelash Perming for 1 Person,"Flutter lashes and hearts with the Elleebana lash lift eyelash perming at LOLITA's Lash & Beauty Studio. Quick eyelash perming treatment uses silicone rods to reinforce lifted lash appearance with long-lasting effect, giving appearance of fuller eyelashes without use of extensions; suitable for both short and long lashes. Formaldehyde-free solution is used for nourishing and conditioning posing minimal damage to your lashes.",S$79,S$25,68,342,2,"['#B1-12, Marina Square', 'Level 2, Boat Quay']",2016-10-05T00:00:00.000+08:00,2018-03-02
62,Nailz Gallery,2702,4.20,Gel Manicure with Return-Soak Off + Classic Pedicure for 1 Person (1 Session),Reinforce your nail beds with a durable coating of gel polish that is resistant to chipping and cracking. Don't forget to tend to your toes with a classic pedicure and deals with calluses and stubborn cuticles while giving it a little brightening up with a coat of nail colour.,S$126,S$35,72,342,6,"['#02-01G, Rivervale Mall', 'HarbourFront Centre', 'Causeway Point Shopping Centre', '#02-15, AMK Hub', '#B2-27/28, Chinatown Point', '#B1-114, Northpoint ']",2017-06-30T00:00:00.000+08:00,2018-03-02
63,Pixie Nail Spa,2144,4.40,Gel Pedicure with Return Soak-Off / Classic Pedicure for 1 Person (1 Session),"Dress up your bare enamels and pamper your feet with your choice of a classic pedicure or a gel pedicure with return soak-off. Gel colours last longer with minimal cracks and chipping, when properly maintained.",S$39,S$18,54,338,4,"['#B1-04,Hillion Mall', '#02-45, Chinatown Point', 'Tanjong Pagar Centre', '#B1-165, Northpoint']",2017-05-23T00:00:00.000+08:00,2018-03-02
64,Beleaf Beauty,4294,4.40,120-Strand Lash by Lash Extensions for 1 Person,"Skip the whole process of putting glue, waiting for it to dry, and applying falsies with this eyelash extension treatment. By adding the lashes on one by one, your lashes will look more natural and authentically luscious.",S$148,S$26,82,332,1,['International Plaza'],2017-11-03T00:00:00.000+08:00,2018-03-02
65,Altair Dream Art,3690,3.90,"Loreal X-tenso Rebonding/H2O Perm with Wash, Blow, and Cut + Hair Treatment for 1 Person",Get your hair straightened or permed at Altair Dream Art. Have their experienced stylist help you achieve the look you covet using Loreal products.,S$328,S$68,79,330,1,['Bugis Cube'],2017-05-27T00:00:00.000+08:00,2018-03-02
66,Botanics Creation Hair Studio / Hair Spa,761,4.60,Clarifying Scalp Therapy + Hair Ends Softening Treatment for 1 Person,"Clean and clear and pay some care to your scalp with a clarifying scalp therapy and hair ends softening treatment. The scalp treatment penetrates deep within your scalp for less oiliness and easier hair-care days to come, while the hair ends softening treatment makes your ends softer, less brittle and more manageable.",S$246,S$48,80,330,1,"['#03-11/12, Pacific Plaza']",2017-01-20T00:00:00.000+08:00,2018-03-02
67,Modern Beauty Salon,2600,4.10,90-Min Korean Brightening Facial with Vital Eye Relaxing Treatment (1 Session),"Brighten up your skin tone with a Korean brightening facial! It helps reduce the appearance of scars, dark spots, acne marks, freckles, and hyperpigmentation, while the addition of eye treatment reduces sagging of skin around the eyes while reducing the appearance of dark eye circles.",S$470.80,S$18,96,329,3,"['#12-00, One Raffles Place', '#05-01/07, Orchard Shopping Centre', 'Jurong East']",2016-09-29T00:00:00.000+08:00,2018-03-02
68,Icon Shunji Matsuo By Hair Visual,4783,4.40,Stylist's Cut with Scalp Treatment + Wash and Blow for 1 Person,"Revamp your look and settle in for a trim or a shearing with a stylist's cut and scalp treatment! Once you've got the look of your choice, the scalp treatment boosts overall scalp and hair health for a glossier finish.",S$68,S$28,59,324,2,"['Hougang Central', 'Novena']",2017-10-25T00:00:00.000+08:00,2018-03-02
69,Beyond Beauty,672,3.60,Deep-Cleansing Facial with Head and Shoulder Massage for 1 Person,"Refresh facial planes with this deep-cleansing facial that removes impurities, excess sebum, and dirt without stripping the skin of moisture. Accompany your facial with a head and shoulder massage to relieve stress and enhance blood circulation.",S$80,S$12,85,322,7,"['#04-14/19, Orchard Central', '#01-109, Roxy Square Shopping Centre II', 'Serangoon Garden', 'Thong Teck Building', 'Malacca Centre', 'Tampines Central', '#03-41, JEM']",2017-08-04T00:00:00.000+08:00,2018-03-02
70,Splice Barbershop,4631,4.60,The Signature Hair Cut for 1 Person,"Kick things into gear and get a suave new 'do from Splice Cufflinks. Get unruly locks tamed and styled into The Signature Hair Cut, and don a new look that'll make you a showstopper on the streets.",S$50,S$25,50,321,1,['#01-487 Suntec City'],2017-10-05T00:00:00.000+08:00,2018-03-02
71,Creme Hairdressing ,2175,4.20,Mucota Dyna Argan Oil Hair Treatment (1 Session),"Treat your hair at an award-winning salon that has been featured in various publications including Cosmopolitan, Female, and ELLE. Hair treatment specially formulated to tame frizzy and unruly hair originates from Japan and helps smooth and straighten hair. Customers also receive a complimentary VIP card that entitles the holder to a 10% discount on all hair services and products.",S$320,S$108,66,318,1,"['#B2-07, Chinatown Point']",2015-09-16T00:00:00.000+08:00,2018-03-02
72,Belle Lady,2228,3.90,Gelish Manicure with Classic Pedicure with Foot Soak & Returned Soak off (1 Session),"Get beautiful nails with a gelish manicure paired with a classic pedicure. Choose from a myriad of rainbow colours available that will suit any occasion. Additionally, get a nice foot soak that will help give you softer skin by removing dead skin cells. ",S$148,S$35,76,318,1,"['#03-10, Orchard Gateway']",2017-06-08T00:00:00.000+08:00,2018-03-02
73,Altair Dream Art,3690,3.90,Loreal Majirel Hair Colouring/Highlight with Keratin Hair Treatment + Cut for 1 Person,"Add up colour to your hair, or spritz it with some highlights to create a new bolder look for yourself. Get yourself a hair treatment to maintain those luscious locks as well with this package.",S$288,S$38,87,315,1,['Bugis Cube'],2017-05-19T00:00:00.000+08:00,2018-03-02
74,Luxe X M,2265,4.20,Brazilian Gold Keratin Hair Treatment for 1 Person,"Get a grip on weak follicles and limp hair with a Brazilian gold keratin hair treatment. This treatment deeply nourishes the hair, eliminates frizz, and smooths unruly curls.",S$500,S$99,80,311,2,"['#03-01, 112 Katong', ' #03-26, 313@Somerset']",2016-06-16T00:00:00.000+08:00,2018-03-02
75,Spa D'or,2362,4.00,Brazilian Waxing for 1 Person (1 Session),"Wear your swimsuit at the beach or pool these holidays with confidence with this offer of Brazilian waxing at Spa D'or. Then, take some Insta-worthy holiday photos flaunting your flawless, smooth, hairless skin to share with the world!",S$68,S$18,74,310,1,"['#02-15, Raffles City']",2017-09-26T00:00:00.000+08:00,2018-03-02
76,The Infinity Hair Art,2227,3.90,Senior Stylist's Cut with Hair Remodeling Consultation + Hair Treatment for 1 Person (1 Session),"Change up your hairstyle with The Infinity Hair Art! Trust the hands and skills of senior hairstylists as they cut tresses to desired length and style, as well as provide consultation on the best way to style your hair according to shape and texture. Hair treatment like argan oil leaves hair smooth and shiny, while keratin treatment improves hair texture and appearance.",S$178,S$28,84,309,2,"['Orchard Road', 'Marine Parade']",2017-02-20T00:00:00.000+08:00,2018-03-02
77,Unique Crystal Beauty House,811,4.10,Classic Mani-Pedi + Peppermint Scrub + Glitter Tips on Two (2) Nails for 1 Person (1 Session),"Pretty, sparkly nails are within easy reach at Unique Crystal Beauty House, located conveniently near the Bugis MRT station, for a classic mani-pedi with glitter tips and peppermint scrub. Have your nails be decorated with some shining glitter tips to add glamour to complement your personality! Peppermint scrub easily removes dead skin cells, leaving you with smooth, desirable skin.",S$50,S$19,62,309,1,"['#02-05A, Bugis Cube']",2016-08-14T00:00:00.000+08:00,2018-03-02
78,SkinPerfect Aesthetics,2311,3.80,75-Minute Pure Oxygen Deep Cleansing Facial for 1 Person (3 Sessions),"Replenish the oxygen levels in your skin for a glowing, youthful appearance with an oxygen facial! Facial unclogs pores, eliminates skin impurities, reduce the appearance of fine lines and wrinkles, and hydrates skin for a smoother complexion.","S$1,164",S$48,96,308,6,"['#03-02 ,Compass One', '#03-26, Westgate', 'Tampines Central', '#04-39, Plaza Singapura', 'Toa Payoh Central', '#04-07,Parkway Parade']",2016-12-13T00:00:00.000+08:00,2018-03-02
79,Cheryl W Wellness & Weight Management,4484,4.20,Three (3) Sessions Fat Freeze and Two (2) Signature Body Flush Treatments for 1 Person,"Slim down and stay svelte with Cheryl W’s fat freeze treatment that uses non-invasive techniques to reduce the number of fat cells by up to 25% for a particular target area. Target areas are cooled to a specific temperature that results in the atrophy of fat cells, which are then released by the body as waste. Follow up this treatment with the award-winning signature body flush that uses massage techniques on your tummy, waist, hips and limbs to aid the removal of fat cells, increase metabolism, and boost nutrient absorption.","S$2,746",S$118,96,305,4,"['#05-18/18A, Ngee Ann City', 'Tiong Bahru Plaza', 'Jurong Point Shopping Mall', '#05-27/28, Tampines One']",2017-11-16T00:00:00.000+08:00,2018-03-02
80,Qoosh,2159,4.00,Gel Manicure with Return Soak Off + Classic / Gel Pedicure with Return Soak Off for 1 Person (2 Sessions),Achieve beautiful nails that lasts longer with a gel manicure treatment complete with return soak-off. Top that off with either a classic pedicure or a gel pedicure that will give you beautifully shiny nails.,S$234,S$58,75,298,1,"['#03-03/04,Wisma Atria']",2017-05-23T00:00:00.000+08:00,2018-03-02
81,Luxe X M,2265,4.20,Hair Remodelling Consultation + Hair Cut + Hair Styling for 1 Person,"Flip for a new outlook in life with a new hairdo! Settle down into cosy chairs and let professionals talk you through a hair remodelling consultation, and then proceed into the hair cut and styling to your desire!",S$59,S$28,53,290,2,"['#03-01, 112 Katong', ' #03-26, 313@Somerset']",2016-08-24T00:00:00.000+08:00,2018-03-02
82,Lush Aesthetics,851,3.90,Underarm IPL Hair Removal for 1 Person (12 Sessions),"Get rid of unwanted underarm with this IPL hair removal! This treatment inflicts minimal pain, yet results in longer-lasting hairlessness compared to regular shaving method.",S$688,S$48,93,288,2,"['#B2-37, Bedok Mall', '#03-33, The Centrepoint']",2017-05-04T00:00:00.000+08:00,2018-03-02
83,Qoosh,2159,4.00,Classic Pedicure/Gel Pedicure with Return Soak Off for 1 Person,Give your feet the love they deserve with a pampering classic or gel pedicure session. Give your toenails a little glitz up with a fresh coat of colour from the palette of colours available to choose from. ,S$39,S$18,54,286,1,"['#03-03/04,Wisma Atria']",2017-05-23T00:00:00.000+08:00,2018-03-02
84,Nail Addiction,4675,3.90,Classic Gel Mani-Pedi with Return Soak-Off for 1 Person (2 Sessions),Glam up your nails with a pampering gel manicure and pedicure session. Fear not about having to maintain them as gel polishes typically lasts longer and are more chip-resistant. Choose from a variety of colours from their library of polishes and add a feminine touch to your tips with this manicure and pedicure treatment.,S$402,S$58,86,286,7,"['#01-20, UE Square', '#02-26, Liang Court', '#02-01, Hillion Mall', '#02-09, Rochester Mall', '#03-14, Rochester Mall', '#02-351/352 Suntec City (Convention Side)', '#02-01, United Square Mall']",2017-10-11T00:00:00.000+08:00,2018-03-02
85,SkinLab The Medical Spa,822,4.20,90-Min Gentle Milk Exfoliation Facial Treatment with Mask for 1 Person,"Pamper your skin to a facial. The occasional facial can help rejuvenate your skin, and clear your skin from the toxins you expose yourself to daily. Sit back, relax, and let experienced therapists help you achieve healthy skin.",S$188,S$28,85,281,6,"['#04-04, Wheelock Place', '#03-33, Plaza Singapura', '#B1-62, Jurong Point', '#04-22, Westgate', '#04-02, Junction 8', '#04-11, Causeway Point']",2015-06-12T00:00:00.000+08:00,2018-03-02
86,Just 10 Group,2220,3.50,Hair Colouring or Highlighting with Scalp Protector Treatment with Haircut,"Spiff and style your treasured tresses with a hair colouring or highlighting session with scalp protector treatment at Just 10 Group. Hairstylists from Singapore and Japan with over 5 years of experience, uses paraben and silicon-free hair care products to unveil the best of your strands. Quality professional colouring products from Germany provides luminous and complete coverage of grey and white hair, while respecting the essential amino acids and lipid balance of hair. Essential vitamins in treatment protect and nourish the scalp, ensuring no irritation and harm on your scalp, making it the suitable pick for oily, sensitive, itchy scalp or hair loss. Spin your look up with a snazzy haircut which follows after.",S$355,S$48,86,278,5,"['#05-85,Far East Plaza', '#02-15/16,Liang Court', 'Changi City Point', '#01-07,Djitsun Mall', '#01-35, Waterway Point']",2015-06-23T00:00:00.000+08:00,2018-03-02
