,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
58,Mei Heong Yuen Dessert,4331,4.40,$10 Cash Voucher for Asian Desserts,"Over the years since their inception, Mei Hueng Yuen has been featured in many different press such as Lian He Wan Bao, Sin Ming Ri Bao, and even a Japanese newspaper called Shin Nichi Ho. It has even been awared the Best Food Award by The Green Book in 2009 and 2010. These are testaments to the growth in popularity of this esteemed company. The list of desserts offered by this company include, snowy ice, oriental pastes, mango pudding, and herbal jelly.",S$10,S$6,40,958,2,"['Clementi', '#03-207, Marina Square']",2017-08-11T00:00:00.000+08:00,2018-03-02
59,Sogurt,4797,4.30,$5 Cash Voucher for Frozen Yogurt,"Take a spoonful of this icy cold treat to cool you down in the hot Singapore sun! With a myriad of flavours like watermelon, chocolate, red velvet cake, their bestselling Salted Caramel Popcorn and more and over 50 different toppings to choose from, you'll be bending over backwards for more when you're done.",S$5,S$3,40,948,3,"['#04-17, Nex', '#01-46, Kallang Wave Mall', '#01-34, The Star Vista']",2017-11-10T00:00:00.000+08:00,2018-03-02
60,The Grumpy Bear,3103,3.90,Western Meal with Drinks and Ice Cream for 2 People,"Bring smiles and joy to even the grumpiest of bears with some Western delights! Indulge in simple, comforting, and fuss-free meals as you bond with your loved ones over cups of tea and ice creams within The Grumpy Bear’s warm and cozy café setting.",S$39.60,S$19.80,50,945,1,['Thomson Plaza'],2017-06-15T00:00:00.000+08:00,2018-03-02
61,Tengawa Hokkaido White Curry,4916,4.60,Spanish Pork Katsu Set Meal with Hokkaido White Curry for 1 Person,"Dig into a pork-a-licious meal with this Spanish Iberico pork katsu set meal. Served with rice, truffle oil chawamushi, soup, and green tea, this meal is great for soothing those hungry tummy grumbles.",S$30.58,S$17.90,41,925,1,['Millenia Walk'],2017-11-24T00:00:00.000+08:00,2018-03-02
62,Mei Heong Yuen Dessert,4331,4.40,Two (2) Flavoured Snow Ice,"Snow ice is a flaky, ice-cold dessert originating from Taiwan. It is a refreshing dessert for hot humid days, but still a delicous treat for when it is cold. Some of the flavours available are mango, durian, green tea, sesame, peanut, sweet corn, and lychee.",S$13,S$6.50,50,913,2,"['Clementi', '#03-207, Marina Square']",2017-08-11T00:00:00.000+08:00,2018-03-02
63,Great The Healthier Burger,5112,4.40,Vegan Burger + Snack + Drink for 1 Person,"Sink your teeth into these juicy burgers! With every indulgent bite, let flavours like Korean kimchi, grilled king trumpet mushroom, nasi lemak, signature smokey burger, spicy Indian tempeh burger, or soy burger soak into your palate, hitting all the right spots. Complement your burger with a snack and wash it down with your choice of a drink.",S$17.70,S$8.90,50,911,1,['Tanjong Pagar Centre'],2017-12-21T00:00:00.000+08:00,2018-03-02
64,Tanyoto,1779,4.40,Sichuan-Style Steamboat Buffet for 1 Person,"Eat your fill of authentic Sichuan Chinese dishes with a steamboat buffet! Dine on steamboat items like fresh prawns, signature fish head, crispy pork, Sichuan dumplings, ox tripe, crab, and more. Located just a 10-minute walk from Clarke Quay MRT, children aged 6 and below dine at Tanyoto for free!",S$53.80,S$29.90,44,875,1,['River Valley'],2017-10-13T00:00:00.000+08:00,2018-03-02
65,Sun’s Cafe @ Hotel Grand Pacific,2328,4.10,(Fri - Sun) Peranakan Dinner Buffet for 1 Person,"Picture this: a long buffet table filled with your favourite Peranakan fare, all yours after just a five-minute walk from the Bras Basah MRT or Bugis MRT station. Realise your imagination with this dinner buffet, featuring dishes like hee pioh, itik sioh, ayam buah keluak, beef rendang, and babi pongteh.",S$55.31,S$25.90,53,866,1,['Hotel Grand Pacific'],2018-01-03T00:00:00.000+08:00,2018-03-02
66,Korean Fusion BBQ,1125,4.20,(Fri - Sun) Korean Dinner Buffet for 1 Adult,"For the truly ravenous, only an overflowing Korean buffet would suffice. Grab your friends and family and gorge on staple dishes like kimchi or bean paste stew, beef bulgogi, and more. Located just a four-minute walk from Rochor MRT station, this restaurant specialises in Korean fusion cuisine. Get your fill from Friday to Sunday.",S$32.90,S$23.10,30,863,1,['Dunlop Street'],2017-07-31T00:00:00.000+08:00,2018-03-02
67,Ah Yat Seafood Restaurant,3595,4.50,[Redeem from 3 Mar] 9-Course Chilli Crab and Roast Duck Meal for 6 People,"Chilli crab and roast duck, who could ever refuse? Indulge in this delectable meal with your closest friends and family and prepare to have your taste buds tingled and tantalised. This meal comes with a myriad of other delights, too!",S$288,S$156,46,861,1,['Turf City'],2018-02-09T00:00:00.000+08:00,2018-03-02
68,Chocolate Origin,3048,4.50,One (1) Slice of Dark Chocolate Cake,"Let the smooth, velvety texture of Chocolate Origin’s signature cakes engulf your taste buds. Made using some of the finest ingredients, rich chocolate ganache is carefully layered between two thin chocolate sponges, before covered with a chocolate glaze to give you a bitter, dark chocolate flavour with each bite.",S$8.80,S$5.90,33,844,3,"[' #B1-01/02, Bugis Junction', '#02-K3, Jurong Point', '#01-31, Kallang Wave Mall']",2017-08-22T00:00:00.000+08:00,2018-03-02
69,Avorush,4693,4.70,$10 Cash Voucher for Avocado Dishes and More,"If you're looking for a delectable healthy alternative meal to improve your life, then try out Avorush with this $10 cash voucher. They are an eatery specialising in serving up everything avocado, from toasts and salsa, to salads and cakes, there's an abundance of choices for you to choose from! With their food, you'd realize that eating healthy is not so difficult after all!",S$10,S$7.90,21,844,1,"['#02-23, Asia Square Tower 2']",2017-10-10T00:00:00.000+08:00,2018-03-02
70,Gion Dining Japanese Restaurant,2207,4.00,Unagi Donburi with Sashimi Meal for 2 People,"Revel in the little pleasures of life, like authentic traditional Japanese cuisine. Dine within Zhongshan Mall, and stuff yourself silly with plates upon plates of sashimi, tempura, torikatsu, and Japanese pickles, as well as bowls of chawanmushi, miso soup, unagi donburi, and so much more.",S$178,S$48,73,843,1,"['#01-19, Zhongshan Mall']",2017-12-14T00:00:00.000+08:00,2018-03-02
71,Rumah Sayang,4519,4.40,$20 Cash Voucher for Nasi Padang and Drinks,"Satiate your starchy cravings with this $20 cash voucher for nasi padang. Feast and pile your plate of rice with ladles of curries, meaty portions of chicken, beef, and seafood, vegetable side dishes, and more",S$20,S$12.95,35,839,1,"['#B1-41, JEM']",2017-09-28T00:00:00.000+08:00,2018-03-02
72,City Hotpot,2026,4.60,$80 Cash Voucher for A la Carte Food,"Dine on cuts of wagyu beef, Angus short ribs, pork belly, and more at this restaurant that specialises in Taiwanese-style shabu-shabu. Invite a couple of friends or family to share the bountiful fare at City Hotpot and fill your tummy to your heart's content!",S$80,S$56,30,838,1,"[' #04-28, One Raffles Place']",2017-09-28T00:00:00.000+08:00,2018-03-02
73,Chocolate Origin,3048,4.50,One (1) Slice of Dark Chocolate Cake with Drink Set,"Let the smooth, velvety texture of Chocolate Origin’s signature cakes engulf your taste buds. Made using some of the finest ingredients, rich chocolate ganache is carefully layered between two thin chocolate sponges, before covered with a chocolate glaze to give you a bitter, dark chocolate flavour with each bite. Complement your slice with a cup of coffee, tea, or bottled water.",S$14.60,S$8.50,42,796,3,"[' #B1-01/02, Bugis Junction', '#02-K3, Jurong Point', '#01-31, Kallang Wave Mall']",2017-08-22T00:00:00.000+08:00,2018-03-02
74,Earle Swensen's,2830,4.10,60-Minute All-You-Can-Eat Salad Buffet for 2 People,"Delight in a plethora of fresh compound salads, crisp mixed greens, juicy fruits to pad your salad bowls with at this all-you-can-eat salad buffet. Grab seasonal ingredients and top it all off with an exclusive Earle's salad dressing for that extra kick!",S$38.14,S$19.80,48,787,1,['Jurong East'],2017-03-20T00:00:00.000+08:00,2018-03-02
75,Xin Hao Ramen,1416,4.40,Shoyu Ramen with Gyoza + Bottomless Green Tea,"A comforting bowl of ramen anytime will warm the soul and turn any day into a good day. This offer gets you a bowl of fragrant shoyu ramen with grilled meat, hanjuku egg, and deep fried enoki. You will also be served two (2) pieces of Japanese gyoza and bottomless green tea.",S$14,S$12.80,9,785,1,"['#03-19, Bugis Cube']",2016-09-01T00:00:00.000+08:00,2018-03-02
76,Korean Fusion BBQ,1125,4.20,(Fri - Sun) Korean Lunch Buffet for 1 Adult,"For the truly ravenous, only an overflowing Korean buffet would suffice. Grab your friends and family and gorge on staple dishes like kimchi or bean paste stew, beef bulgogi, and more. Located just a four-minute walk from Rochor MRT station, this restaurant specialises in Korean fusion cuisine. Get your fill from Friday to Sunday.",S$26.30,S$18.40,30,757,1,['Dunlop Street'],2017-07-31T00:00:00.000+08:00,2018-03-02
77,Carousel @ Royal Plaza on Scotts,4835,4.60,(Mon - Thu) Hi-Tea Buffet for 1 Adult,"Sample a myriad of dishes with a hi-tea buffet at Carousel, a restaurant located within the 5-star Royal Plaza on Scotts. With menu options that include fresh sashimi, seafood, dessert stations, live stations, and more, spoil yourself silly with the number of choices available. Head for seconds, thirds, and unlimited rounds with this seemingly endless supply of food.",S$49.43,S$42.02,15,752,1,['Scotts Rd'],2018-01-09T00:00:00.000+08:00,2018-03-02
78,Bazuka Yakibuta,2768,4.20,Caramel and Crackling Roast Pork Donburi for 1 Person,Sweet and sticky caramel pork paired with the crispy and crunchy crackle of roast pork will have you drooling over this porky-licious combination. Get a bowl of caramel and crackling roast pork combination donburi at Bazuka Yakibuta.,S$10.80,S$8.60,20,752,2,"['#B1-12A, Great World City', '#B1-06, One Raffles Place']",2017-02-16T00:00:00.000+08:00,2018-03-02
79,Chocolate Origin,3048,4.50,One (1) Slice of Original Chocolate Cake with Drink Set,"Let the smooth, velvety texture of Chocolate Origin’s signature cakes engulf your taste buds. Made using some of the finest ingredients, rich chocolate ganache is carefully layered between two thin chocolate sponges, before covered with a chocolate glaze to give you a subtly sweet chocolate flavour with each bite. Complement your slice with a cup of coffee, tea, or bottled water.",S$13.60,S$7.90,42,750,3,"[' #B1-01/02, Bugis Junction', '#02-K3, Jurong Point', '#01-31, Kallang Wave Mall']",2017-08-22T00:00:00.000+08:00,2018-03-02
80,M Hotel Singapore (The Buffet),2257,4.20,(Sun - Thu) Seafood Steamboat Dinner Buffet for 1 Adult,"Satisfy your seafood cravings with a generous spread of seafood with this seafood buffet. Complete with fresh seafood from the ocean such as mud crabs, prawns, scallops, half shell New Zealand mussels, white clams, and more, you are spoilt for choice with the various mouth-watering options. Complete your seafood stuffing session with sweet desserts like pandan layer cake, pavlova, mango pudding, wine jelly in glass, and more.",S$68.26,S$40.95,40,748,1,"['The Buffet, M Hotel']",2018-01-04T00:00:00.000+08:00,2018-03-02
81,Korean Fusion BBQ,1125,4.20,(Mon - Thu) Korean Dinner Buffet for 1 Adult,"For the truly ravenous, only an overflowing Korean buffet would suffice. Grab your friends and family and gorge on staple dishes like kimchi or bean paste stew, beef bulgogi, and more. Located just a four-minute walk from Rochor MRT station, this restaurant specialises in Korean fusion cuisine. Get your fill from Monday to Thursday.",S$29.60,S$20.70,30,742,1,['Dunlop Street'],2017-07-31T00:00:00.000+08:00,2018-03-02
82,Haakon,1365,4.50,Afternoon Tea Set with Regular-Sized Acai Bowl and Drink for 1 Person,"Nourish your body with fresh, clean and nutritious superfoods at Haakon! Get a regular Acai Bowl and a hot beverage for a healthy tea-time meal that keeps wallets padded.",S$14.40,S$9.90,31,740,1,"['#B2-14, 313@Somerset']",2017-09-20T00:00:00.000+08:00,2018-03-02
83,Fasta,2009,4.30,Main Course and Drink for 1 Person,"Delight and satiate your flavour palate with an array of choices for your next meal! Choose from delectable delights like siow ba mee, salmon 'confetti', tuna poke, 'smokey quacky ducky', and more. Wash it down with a refreshing or rich beverage of your choice. ",S$21.50,S$12.90,40,732,1,['South Beach'],2017-12-13T00:00:00.000+08:00,2018-03-02
84,Mouth Restaurant,2177,4.30,"6-Course Boston Lobster, Braised Abalone, and Bird-Nest Meal for 1 Person","Treat yourself to a feast! Indulge in a 6-course Chinese cuisine with delicacies such as Lobster, Braised Abalone, and more to treat that palate of yours. Everyone deserves a treat for themselves occasionally,  this is your chance to treat yourself. ",S$98.75,S$38.80,61,702,2,"['China Square Central', '#02-200, Marina Square']",2017-10-06T00:00:00.000+08:00,2018-03-02
85,House of Seafood,1951,4.20,$200 Cash Voucher for A La Carte Food and Drinks,"Everyone knows seafood tastes lightning years better when they’re fresh. Lucky for you, House of Seafood specialises on exactly that! Feast on some lip-smacking, award-winning black pepper crab, tender pork ribs with special sauce, lobster fruit salad, live clams, and more.",S$200,S$99,51,700,2,"['Punggol Point', 'Upper Serangoon']",2018-01-04T00:00:00.000+08:00,2018-03-02
86,M Hotel Singapore (The Buffet),2257,4.20,(Fri - Sat) Seafood Steamboat Dinner Buffet for 1 Adult,"Satisfy your seafood cravings with a generous spread of seafood with this seafood buffet. Complete with fresh seafood from the ocean such as mud crabs, prawns, scallops, half shell New Zealand mussels, white clams, and more, you are spoilt for choice with the various mouth-watering options. Complete your seafood stuffing session with sweet desserts like pandan layer cake, pavlova, mango pudding, wine jelly in glass, and more.",S$80.03,S$48.01,40,699,1,"['The Buffet, M Hotel']",2018-01-04T00:00:00.000+08:00,2018-03-02
87,Rong Hua Bak Kut Teh,3165,4.20,$20 Cash Voucher for Chinese Cuisine,"Savour the fragrance of authentic Teo Chew pork ribs' soup and juicy pork meat. Or feast on other signature items such as steamed fish with bean paste, cracking roast pork, handmade prawn rolls, as well as other braised delicacies and vegetable dishes.",S$20,S$12,40,698,1,"['#02-201, Marina Square']",2017-04-28T00:00:00.000+08:00,2018-03-02
88,The Grumpy Bear,3103,3.90,Western Meal with Drinks for 2 People,"Bring smiles and joy to even the grumpiest of bears with some Western delights! Indulge in simple, comforting, and fuss-free meals as you bond with your loved ones over cups of tea within The Grumpy Bear’s warm and cozy café setting.",S$33.60,S$16.80,50,681,1,['Thomson Plaza'],2017-06-15T00:00:00.000+08:00,2018-03-02
89,China Classic,5025,4.30,$100 Cash Voucher for Cantonese Cuisine and Dim Sum,"Feast to your content on the vast spread of Cantonese delights and dim sum that China Classic has to offer! Get your chopsticks into dishes like sauteed beef with black pepper, Singapore-style chilli crab, Peking duck, and plenty more.",S$100,S$58,42,664,1,"['#01-41/42, Chinatown Point']",2017-12-05T00:00:00.000+08:00,2018-03-02
90,M Hotel Singapore (Café 2000),2261,4.20,(Sun - Thu) Crab and Seafood Extravaganza Dinner Buffet for 1 Adult,Satisfy your seafood cravings with a generous spread of seafood that will leave your mouth watering for more.,S$88.27,S$52.96,40,650,1,"['Café 2000, M Hotel']",2018-01-04T00:00:00.000+08:00,2018-03-02
